"","ID","theta1","theta2","a_sum","b_sum","c_sum","a01","a02","a03","a04","a05","a06","a07","a08","a09","a10","b01","b02","b03","b04","b05","b06","b07","b08","b09","b10","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10"
"471",471,2.54576162195271,0.875764545847979,8,10,6,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
"472",472,0.096827867739435,-0.584369192408873,6,4,4,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"473",473,-1.95540782491584,-0.336010718305979,4,5,5,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
"474",474,0.726510690083789,-1.14107976523824,9,2,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"475",475,0.0350113023485175,-0.405741604918245,4,3,6,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1
"476",476,0.0639483999911163,0.198769940336706,3,2,6,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
"477",477,2.04968207583646,0.916117142933612,7,9,3,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1
"478",478,-0.912832855091184,0.347935062693638,5,3,6,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0
"479",479,0.59529388675355,0.0507691285603046,5,4,5,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0
"480",480,0.0032312971458347,-0.397591665618704,8,6,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"481",481,0.818344614825266,-0.782922948609128,5,5,2,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"482",482,0.262191574426231,0.281772255272985,5,6,3,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"483",483,1.44337912131203,0.857156215583686,7,4,7,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0
"484",484,0.326529764983943,-0.116400171278095,7,3,3,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"485",485,0.726377435945071,0.50830168013409,7,5,6,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0
"486",486,0.110666358152425,1.23835878541727,7,7,5,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0
"487",487,1.12692026691417,0.457513515613758,7,7,5,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
"488",488,-0.178199710598187,-0.816680837375938,5,5,4,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
"489",489,1.36921639494485,1.44862452591967,7,9,7,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
"490",490,-0.497652502389923,-0.162183925553078,8,3,5,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1
"491",491,0.822482246754263,-1.00570579976002,6,4,3,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"492",492,1.90026528648381,0.531621113577818,7,5,7,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0
"493",493,1.09867772681176,1.14274134788958,7,7,7,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0
"494",494,-1.38095437810645,-0.506966924746949,2,4,6,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0
"495",495,-0.860614491521954,-0.651588839816081,1,4,4,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
"496",496,-0.869635142446527,-1.48262678907873,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"497",497,0.262208090702194,0.0527604861291198,6,4,6,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1
"498",498,-0.342173201357931,0.627685959756465,4,6,6,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1
"499",499,-0.0661022309624048,0.69676736924343,5,5,4,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"500",500,1.05462213873792,-0.0982569239202775,7,6,3,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"501",501,-1.01441282078447,-0.0280961691738056,4,3,4,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"502",502,-0.529084548159949,-1.19205189903263,4,5,4,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0
"503",503,0.600861395149263,1.17758249042493,4,5,8,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0
"504",504,0.719357050971346,0.581519284741669,5,5,6,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0
"505",505,-1.22288819153097,-1.39106492820513,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"506",506,-0.370496603946934,0.205696384865306,3,3,6,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1
"507",507,-2.01769719352635,0.465870043581383,2,4,5,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0
"508",508,-1.7772364202705,-1.80940964373582,3,4,4,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"509",509,0.534776910414769,-0.274761215957999,3,5,4,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
"510",510,-0.5876486733014,0.450449968311151,6,6,7,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
"511",511,0.0697408586269099,-0.238389377055332,4,4,6,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0
"512",512,0.209105581220071,0.16528160336482,5,6,5,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0
"513",513,1.23195131330928,0.296523187335233,6,4,4,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
"514",514,-0.0396852043028839,0.39579052797748,4,6,8,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0
"515",515,0.1831391666343,-1.2508373660978,5,1,2,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"516",516,-0.0441673834590661,-1.2285422542322,6,3,2,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"517",517,-0.34763361275823,0.119344478631418,3,6,5,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0
"518",518,-0.417742769265667,0.95470794122981,3,6,6,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0
"519",519,-1.34608476453045,-0.454694429980612,3,5,5,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0
"520",520,-0.537524790767203,0.218292465646646,5,4,4,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
"521",521,1.61748389616213,0.0578721429466421,6,4,4,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
"522",522,-0.321483939174746,0.133937319708422,6,5,4,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"523",523,-0.243839445372345,-0.965860635957313,4,4,4,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
"524",524,-0.270991106660768,-0.206959945155417,6,6,6,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0
"525",525,0.296405891403502,1.63422202174619,3,8,7,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
"526",526,1.24650565028935,-0.293801563070021,8,5,4,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
"527",527,0.628331257675678,1.51365406055655,6,5,8,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1
"528",528,1.03208034628502,-0.791155790456874,7,6,5,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0
"529",529,1.04484360382423,-0.334226291622595,7,5,3,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"530",530,-0.595608000241115,-0.37166774578389,6,3,4,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"531",531,-0.292632141417794,1.34116489741709,2,8,8,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0
"532",532,-0.157773601284307,-0.719221819363776,7,6,3,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
"533",533,-0.778822175517327,-1.68166945409543,6,4,2,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"534",534,0.121018040358371,0.100672279217955,4,7,4,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0
"535",535,1.18654859031377,2.18376458276685,4,10,8,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
"536",536,0.267085270510731,1.12013905814028,5,7,8,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1
"537",537,1.05425492657522,0.964023148503568,6,6,7,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0
"538",538,-0.191339191777995,0.812895536762202,3,4,7,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1
"539",539,-0.617808997351139,-0.436242954803314,3,5,5,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0
"540",540,-0.136710184829077,-0.21358125158811,4,4,4,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
"541",541,-0.258305475224581,-0.21497412884568,4,3,5,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0
"542",542,-0.975911748990742,0.164099916911824,4,5,5,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0
"543",543,1.00885294550144,0.210800567292604,6,6,6,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0
"544",544,-0.527330619310805,-1.54656380191471,5,3,4,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
"545",545,0.9054295138594,0.595160644916854,7,8,6,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0
"546",546,0.803371946215583,0.693384065414628,5,5,4,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0
"547",547,-1.32491076571348,-0.751164059281661,2,3,4,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"548",548,0.354982133560667,0.752650497836787,4,5,5,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0
"549",549,1.21446846228143,2.99480757348729,5,9,9,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"550",550,-0.33875828367825,-0.626367241808594,4,6,4,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1
"551",551,-0.221693821213649,1.68511089486287,5,7,8,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
"552",552,-1.37929738851552,0.0244840501285702,3,4,6,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1
"553",553,0.54335227857241,1.38045633030172,6,6,7,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0
"554",554,0.0618120814760631,0.370897026423408,7,6,5,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0
"555",555,1.32675796093492,1.53444342716144,7,6,8,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1
"556",556,-0.336675202920715,-2.190336225661,2,2,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"557",557,0.711730994696604,-0.800581539786612,8,4,3,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
"558",558,-0.061023958656504,-0.85163721818021,6,4,3,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"559",559,-0.212719787098417,-0.128952988690155,4,4,6,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0
"560",560,-1.17490647038893,0.0844441006914408,3,4,5,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0
"561",561,-0.243842129604069,-1.2004173174477,4,5,4,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"562",562,0.347639605523058,0.654736950789542,5,6,5,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0
"563",563,0.141984422397211,-2.02572947651049,7,3,3,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"564",564,0.0587905959674926,2.51162637749176,5,7,9,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
"565",565,-0.930013960424325,-1.12455611361188,6,1,2,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"566",566,1.03381084053975,-0.858736614737182,7,5,4,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"567",567,-0.0598917156612109,0.983056240334577,4,8,5,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
"568",568,-0.107783499909815,1.1240389178144,4,5,8,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0
"569",569,-0.647863189266651,0.125222636435672,2,8,5,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0
"570",570,-0.399147088213647,0.536848583425541,4,4,7,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0
"571",571,0.939944259412136,0.725014091016827,8,6,8,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1
"572",572,-1.92219263621803,-0.600480331650735,2,2,8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,1
"573",573,-0.560016604877238,-0.793996293790565,5,4,5,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0
"574",574,1.22659564437389,-0.671642557114872,8,5,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"575",575,-1.33504115884328,0.564656174072613,2,4,6,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0
"576",576,0.590531526305215,1.78238499782484,4,8,8,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
"577",577,0.215869878513338,0.950240019209271,4,8,7,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0
"578",578,0.698055612619494,-0.573059130819893,8,6,5,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0
"579",579,-1.76806146304612,-0.84345081641117,2,3,6,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0
"580",580,0.0905023677608559,-0.0452954514068091,7,7,5,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0
"581",581,-0.858840052974118,0.310791692935908,3,5,6,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1
"582",582,-1.07048162613315,0.893212264737937,1,5,4,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"583",583,-0.770966155924704,-1.27555445748755,5,4,6,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0
"584",584,0.167120297445868,0.696580770070469,4,5,5,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
"585",585,-1.58281467797832,-0.216710663484358,2,3,5,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0
"586",586,-0.748057255365243,0.356229289718086,6,3,7,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1
"587",587,0.304941988642965,0.355706927285879,6,6,5,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0
"588",588,-0.394013010206616,-0.963076144896399,7,2,4,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
"589",589,0.19024976891259,0.81952096610128,3,5,8,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1
"590",590,-1.4811254147408,-0.799137489612837,5,1,6,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1
"591",591,-2.01916647447187,-2.84750602730832,2,2,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"592",592,1.18769014662982,-0.382341962695506,8,6,7,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0
"593",593,0.448401087346952,1.00745659873465,7,6,7,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1
"594",594,-0.236882845951234,-0.25821595082009,5,3,5,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0
"595",595,0.812171049245014,0.0610012371370542,7,6,6,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1
"596",596,-1.00281989951278,-0.999286251240603,3,3,4,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0
"597",597,-0.613481481470216,0.39325363433657,6,7,8,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0
"598",598,-1.82423104700933,-1.53857742412163,3,2,3,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"599",599,1.12273293143608,0.92313238546494,7,4,6,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0
"600",600,1.96479488585673,1.25666522388523,8,8,3,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0
"601",601,0.903756079932828,0.956487722827468,8,8,7,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0
"602",602,0.0990949210607299,-0.14646125632221,5,4,4,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
"603",603,-0.046268879780731,-0.0114609664748221,6,6,4,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"604",604,-1.72229126518759,-0.903614885820303,2,2,7,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0
"605",605,0.167093946705537,1.20189362646667,3,6,8,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1
"606",606,0.521531847595696,-0.886534155445251,6,7,2,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
"607",607,-0.84163836967863,-0.295873744558168,3,2,4,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
"608",608,-1.03342745825321,-1.4122729562287,5,4,3,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
"609",609,-0.56554440489924,0.046340530504202,3,6,7,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0
"610",610,0.341428412959424,-1.81204543754046,6,3,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"611",611,-1.62596772342385,0.938290690060532,2,4,4,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"612",612,-1.03368361706736,-1.07526142503443,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"613",613,1.56578896002791,1.35720176675293,7,9,5,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0
"614",614,-0.149684582807558,0.121967392633853,6,5,7,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
"615",615,1.37735600151336,0.48450348766846,9,8,4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0
"616",616,-2.26694181329925,-2.2393342016222,2,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"617",617,-0.609266922774424,-0.175694744656597,2,3,5,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
"618",618,-0.4177425097321,-0.752227138918423,9,4,2,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"619",619,-1.51891913832379,-0.599251138244059,6,2,6,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0
"620",620,1.57318884788088,1.10561678668638,6,5,6,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0
"621",621,-1.51623509438444,-0.93510509768994,3,3,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
"622",622,0.409307529542784,0.142160578119001,3,5,5,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0
"623",623,1.62537722936038,-0.159306577366477,6,8,4,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
"624",624,-0.0018483937550611,0.310482853505348,4,3,8,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1
"625",625,-0.816439693532789,-0.699547263092402,3,3,3,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"626",626,0.440753116766442,1.18939387882637,5,8,7,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0
"627",627,-0.659535018242068,0.955002243156117,4,4,7,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0
